ROUTE_ID,노선명,순번,NODE_ID,ARS_ID,정류소명,X좌표,Y좌표
100100352,7720,13,111000275,12365,연신초등학교.연신내성당,126.929043,37.626872
111000010,7734,13,111000198,12288,불광중학교,126.9310525,37.62250072
100100159,1144,13,109000062,10147,창동동아아파트,127.051465,37.651933
100100164,1154,13,110000173,11273,마들역,127.057562,37.666492
119900018,동작07,13,119900202,20697,경문고등학교,126.982453,37.49018
121900007,서초09,13,121000226,22302,코트라,127.044273,37.464867
100100183,1226,13,105000201,06287,동대문중앙새마을금고,127.042218,37.582988
100100357,7726,13,218000584,35431,현천동난점,126.861042,37.59136863
100100358,7727,13,219000183,36058,상탄초교,126.7673372,37.69508129
100100221,3315,13,123000201,24291,송파보훈회관.금호어울림2차,127.1558085,37.4939681
100100185,1711,13,100000007,01102,신교동,126.9702627,37.58329552
117000002,N51,13,118000176,19261,흰돌교회,126.902954,37.491316
100100083,540,13,209000007,56078,서안이노빌.평촌어바인퍼스트,126.9560233,37.36955247
100100332,6715,13,114000012,15112,영도중.강서고입구.기아양서대리점,126.863622,37.53617351
100100437,771,13,219000246,36615,식사오거리,126.8126971,37.6665677
111000016,N75,13,111000079,12167,응암역.신사오거리,126.9152248,37.59793582
100100440,700,13,219000168,36212,마두1동행정복지센터.마두청소년,126.7889254,37.65602471
100100297,6614,13,114000109,15212,신정네거리.신정119안전센터,126.8507301,37.5220233
100100299,6617,13,114000144,15247,우리은행신정동지점,126.859385,37.521705
100100302,6624,13,114000139,15242,신정1동우체국,126.861673,37.521953
100100085,600,13,116000123,17213,고척근린공원,126.8552979,37.50472246
100100199,2222,13,104000111,05204,광진문화예술회관,127.0701692,37.53856525
111000008,674,13,114000050,15152,파리공원,126.8783258,37.53462166
114900002,양천02,13,114000006,15106,목동2단지,126.877988,37.5366
100100283,5627,13,213000229,38620,기형도문학관.황용사,126.8813345,37.42563934
100100285,5633,13,213000229,38620,기형도문학관.황용사,126.8813345,37.42563934
100100080,505,13,213000137,38207,광명시여성비전센터,126.8795808,37.43547889
100100521,6515,13,116000004,17004,신도림동.구로역,126.883228,37.50534359
113900016,마포18,13,113000202,14296,디지털미디어시티역2번출구,126.8996741,37.57520782
100100354,7723,13,111000922,12465,두산위브205동앞,126.9262624,37.63426686
113000002,452,13,204000138,48048,남한산성입구역.법원검찰청,127.1594552,37.4511852
100100116,742,13,112000094,13177,KT가좌지사,126.913399,37.582861
122900004,강남03,13,122000688,23480,세곡푸르지오,127.093839,37.467538
109900002,도봉07,13,109000175,10261,창동청구빌라,127.0395258,37.64612439
100900005,종로08,13,100900090,01572,이화사거리,127.002101,37.576513
100100420,6013,13,119000300,20962,한강대교남단(가상),126.9554511,37.51421559
119900022,동작05,13,119900163,20818,코오롱하늘채아파트,126.9240091,37.49917007
100100418,6011,13,100000347,01781,창덕궁,126.988901,37.577519
100100265,5531,13,225000014,40601,당동지하차도.G샘병원,126.9484099,37.36018615
115900008,강서05-1,13,115900276,16549,마곡13단지힐스테이트상가,126.820138,37.558364
121900015,서초18-1,13,121900063,22493,우성아파트,127.0328539,37.47466278
100100587,705,13,218000221,35160,동산동능모퉁이.한국지역난방공 ,126.9056673,37.64685893
115000010,N64,13,115000938,16387,마곡역4번출구,126.8285731,37.55934955
100100316,6642,13,115000936,16385,마곡나루역4번출구.서울식물원,126.827772,37.565259
100100373,6101,13,115000600,16857,김포공항국제선,126.801935,37.56570601
100100024,145,13,107000107,08197,석관동코오롱아파트,127.0661262,37.60658528
114900001,양천01,13,114000256,15361,목동파라곤,126.8755215,37.5300691
111000023,서울08출근,13,111000007,12007,디지털미디어시티역,126.900505,37.579047
111900014,은평03-1,13,111900052,12567,갈현1동주민센터,126.9171783,37.62346677
100100079,504,13,213000494,38104,철산13단지,126.8683328,37.48057558
